y,flux,flux_err,mb_flux
24.406250,0.021765,0.000121,0.000000
24.468750,0.022201,0.000122,0.000000
24.531250,0.021833,0.000121,0.000000
24.593750,0.021543,0.000121,0.000000
24.656250,0.021835,0.000121,0.000000
24.718750,0.021406,0.000120,0.000000
24.781250,0.021591,0.000121,0.000000
24.843750,0.021402,0.000120,0.000000
24.906250,0.021332,0.000120,0.000000
24.968750,0.021571,0.000121,0.000000
25.031250,0.021391,0.000120,0.000000
25.093750,0.021339,0.000120,0.000000
25.156250,0.021174,0.000119,0.000000
25.218750,0.021278,0.000120,0.000000
25.281250,0.021179,0.000120,0.000000
25.343750,0.021016,0.000119,0.000000
25.406250,0.021031,0.000119,0.000000
25.468750,0.021134,0.000119,0.000000
25.531250,0.021044,0.000119,0.000000
25.593750,0.020933,0.000119,0.000000
25.656250,0.020818,0.000118,0.000000
25.718750,0.020873,0.000119,0.000000
25.781250,0.020690,0.000118,0.000000
25.843750,0.020590,0.000118,0.000000
25.906250,0.020631,0.000118,0.000000
25.968750,0.020631,0.000118,0.000000
26.031250,0.020580,0.000118,0.000000
26.093750,0.020433,0.000117,0.000000
26.156250,0.020468,0.000118,0.000000
26.218750,0.020386,0.000117,0.000000
26.281250,0.020566,0.000118,0.000000
26.343750,0.020414,0.000117,0.000000
26.406250,0.020167,0.000117,0.000000
26.468750,0.020218,0.000117,0.000000
26.531250,0.019995,0.000116,0.000000
26.593750,0.020208,0.000117,0.000000
26.656250,0.020130,0.000117,0.000000
26.718750,0.020312,0.000117,0.000000
26.781250,0.020192,0.000117,0.000000
26.843750,0.020004,0.000116,0.000000
26.906250,0.019998,0.000116,0.000000
26.968750,0.019541,0.000115,0.000000
27.031250,0.019729,0.000115,0.000000
27.093750,0.019851,0.000116,0.000000
27.156250,0.019744,0.000115,0.000000
27.218750,0.019570,0.000115,0.000000
27.281250,0.019398,0.000114,0.000000
27.343750,0.019579,0.000115,0.000000
27.406250,0.019545,0.000115,0.000000
27.468750,0.019402,0.000114,0.000000
27.531250,0.019307,0.000114,0.000000
27.593750,0.019570,0.000115,0.000000
27.656250,0.019413,0.000114,0.000000
27.718750,0.019479,0.000115,0.000000
27.781250,0.019256,0.000114,0.000000
27.843750,0.019376,0.000114,0.000000
27.906250,0.018907,0.000113,0.000000
27.968750,0.019110,0.000114,0.000000
28.031250,0.019165,0.000114,0.000000
28.093750,0.019046,0.000113,0.000000
28.156250,0.019081,0.000114,0.000000
28.218750,0.018952,0.000113,0.000000
28.281250,0.019192,0.000114,0.000000
28.343750,0.018914,0.000113,0.000000
28.406250,0.019018,0.000113,0.000000
28.468750,0.018815,0.000113,0.000000
28.531250,0.018860,0.000113,0.000000
28.593750,0.018880,0.000113,0.000000
28.656250,0.018722,0.000112,0.000000
28.718750,0.018606,0.000112,0.000000
