y,flux,flux_err,mb_flux
29.593750,0.043188,0.000186,0.000000
29.656250,0.043630,0.000187,0.000000
29.718750,0.043272,0.000186,0.000000
29.781250,0.043394,0.000186,0.000000
29.843750,0.043363,0.000186,0.000000
29.906250,0.043375,0.000187,0.000000
29.968750,0.043337,0.000186,0.000000
30.031250,0.042921,0.000185,0.000000
30.093750,0.042923,0.000185,0.000000
30.156250,0.042801,0.000185,0.000000
30.218750,0.042862,0.000185,0.000000
30.281250,0.042673,0.000185,0.000000
30.343750,0.042250,0.000184,0.000000
30.406250,0.042436,0.000184,0.000000
30.468750,0.042349,0.000184,0.000000
30.531250,0.042545,0.000184,0.000000
30.593750,0.042126,0.000184,0.000000
30.656250,0.041926,0.000183,0.000000
30.718750,0.041888,0.000183,0.000000
30.781250,0.041936,0.000183,0.000000
30.843750,0.042142,0.000184,0.000000
30.906250,0.041722,0.000183,0.000000
30.968750,0.041364,0.000182,0.000000
31.031250,0.041420,0.000182,0.000000
31.093750,0.041797,0.000183,0.000000
31.156250,0.041381,0.000182,0.000000
31.218750,0.041206,0.000182,0.000000
31.281250,0.041323,0.000182,0.000000
31.343750,0.041297,0.000182,0.000000
31.406250,0.041014,0.000181,0.000000
31.468750,0.041174,0.000181,0.000000
31.531250,0.041199,0.000182,0.000000
31.593750,0.040923,0.000181,0.000000
31.656250,0.040697,0.000180,0.000000
31.718750,0.040567,0.000180,0.000000
31.781250,0.040898,0.000181,0.000000
31.843750,0.040574,0.000180,0.000000
31.906250,0.040442,0.000180,0.000000
31.968750,9.861705,0.001786,0.000000
